Date,AAL.L,ABF.L,ADM.L,AHT.L,ANTO.L,AUTO.L,AV.L,AVV.L,AZN.L,BA.L,BARC.L,BATS.L,BDEV.L,BEZ.L,BKG.L,BME.L,BNZL.L,BP.L,BRBY.L,BT-A.L,CCH.L,CNA.L,CPG.L,CRDA.L,CRH.L,CTEC.L,DCC.L,DGE.L,DPLM.L,EDV.L,ENT.L,EXPN.L,EZJ.L,FCIT.L,FRAS.L,FRES.L,GLEN.L,GSK.L,HIK.L,HLMA.L,HLN.L,HSBA.L,IAG.L,ICP.L,IHG.L,III.L,IMB.L,INF.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LSEG.L,MNDI.L,MNG.L,MRO.L,NG.L,NWG.L,NXT.L,OCDO.L,PSH.L,PSN.L,PSON.L,PURG.L,REL.L,RIO.L,RKT.L,RMV.L,RR.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHEL.L,SKG.L,SMDS.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,SVT.L,TSCO.L,TW.L,ULVR.L,UTG.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2021-08-09,1551698,673079,323239,890588,1961934,3284418,5151802,,2194047,6288822,24985030.0,2468138,,976087,1595995,1684742.0,976831,37437060.0,476780,20500006,1113279,15271673,1245752,180927.0,554587,7617994.0,186049,1009335.0,149317,43532,1770868,1587456,2656417,506839,753237,740848,18754188.0,6834541,523646,957808,,11323935,32346221.0,,886920,1388544,626388.0,5814536,1276069,5230610,3739468,1514864,11126331,145241106,415174,386658,4126942,1969159,19345950,9283122,180960,491779,62800,584247,812479,,4582639,1987320.0,836200,1406623,35415633.0,1449647,7340705,617199,1633590,1064977,12975421,582136,,2654530,2306656,1580760.0,134648,7504516,4811302,389029,17219563,7426530,2248416,406765,952164,77133155,671733,2450142.0,452668
2021-08-10,2873349,704804,611729,1684487,1184770,1886342,8077646,,3726224,5915719,23847919.0,2679715,,1694016,1525837,2768126.0,481292,41907557.0,1405771,20213604,1054120,8452469,1731319,271450.0,708538,3680074.0,150880,2315785.0,87596,849536,2526043,1145354,1382936,221874,503717,1270493,26824571.0,6796352,580191,373428,,33137155,21581197.0,,873892,2140682,834512.0,5723575,532324,3274550,4947244,1067085,8398009,146480424,674047,536852,15623932,2025403,4528248,16098952,223222,792302,67807,1304230,2435250,,2711850,2941515.0,1110604,1911866,32975976.0,1532038,4740862,713794,2593423,15596214,4272139,552268,,961847,2321528,3959397.0,130905,3797487,13601709,359425,10508875,25266223,3123927,495962,902322,38324507,602832,2608923.0,593276
2021-08-11,3886324,822073,681787,597459,1590064,1642134,10096475,,1886529,4574476,21471281.0,4225933,,1101883,134438,1742783.0,334464,27870340.0,752065,15822502,442553,12044026,1702726,249255.0,852546,4291802.0,148565,1972621.0,210661,188684,1830350,833984,1613445,243712,368379,750796,69336221.0,6483427,641876,513445,,15908675,22191718.0,,669232,2292079,821137.0,5218797,225881,6728415,4494473,876492,10445828,93376765,891084,417040,6542497,3205204,4406614,10601629,127246,1203033,61942,520235,869397,,2293754,3944228.0,1067671,2155211,26418958.0,2077168,10338603,910435,2336845,1917969,12156809,362528,,616284,1491714,2317506.0,124740,1582485,5478457,377449,11808674,8903450,2075833,312761,1204957,52765758,407641,1692786.0,471980
2021-08-12,3481631,2122199,505728,920626,777116,1220031,15957231,,2794210,5584820,33481678.0,2649175,,1070814,126956,1520335.0,405779,51710456.0,425677,14929807,651303,12043096,3302395,332136.0,903612,2888060.0,175966,2348654.0,52177,102802,1691754,1275020,1140899,231679,192854,1273548,49451183.0,4031646,629118,530523,,19911635,23388027.0,,458684,2960015,1347813.0,4457505,144573,19856280,2936359,897045,14877924,120589951,718851,506454,7799168,2613694,7572996,22620544,157250,676040,205816,340819,1497603,,2777649,6067969.0,1475380,1635166,25667092.0,1367782,5876399,812388,2980488,3250858,2791875,150512,,991830,1252107,1938977.0,102033,2062780,5509531,431478,14025742,15686327,1963789,308048,797516,47721118,579417,1636897.0,580541
2021-08-13,2470907,1026634,334701,510962,545203,1569283,12479913,,1739398,3398078,22421190.0,1753534,,1933131,189334,1224808.0,262203,80590108.0,357667,15520976,691971,8592243,1488781,198163.0,425591,2148899.0,129506,1406786.0,101426,147671,1445430,447460,1568964,185061,387256,611623,20778707.0,5874824,339482,407125,,20477872,17086853.0,,354053,585603,1048582.0,4132574,257819,3373015,3366083,918285,6819404,97244160,341826,290896,7110966,2745484,2752961,19101586,108203,764139,64063,355827,850827,,1158974,2056098.0,1572617,2001636,33545238.0,1599535,4687875,752894,2191369,1277523,28294166,171145,,673657,1001849,2185559.0,61785,1137917,6842772,405294,10918907,11217776,2415396,400828,995624,47549888,343928,2166766.0,208615
2021-08-16,5383523,2950068,288161,536841,1148742,1051065,9842191,,3866338,4951971,49644007.0,2140777,,1123411,3722717,816757.0,338715,72501819.0,798784,11424018,580968,28059709,1865185,199486.0,500770,1794315.0,157924,2511933.0,34874,116230,1212302,614018,2845001,218666,291859,858238,45772515.0,5344319,504673,349824,,27120773,23186700.0,,462105,896970,2776503.0,5919570,148206,4669130,3681577,1275645,13971691,129649585,474847,574600,6635041,1539742,6856443,20674189,137818,666485,56637,505268,970528,,2442820,3448606.0,1238031,1656279,29794176.0,937188,4383704,801894,1791925,5978389,5457603,191269,,427203,1888378,1356040.0,60363,1106374,7914769,352568,6994404,5173607,2084304,356191,790327,32384638,423829,2265582.0,630318
2021-08-17,3394214,712235,559932,528323,2776605,1769781,9276304,,2777291,3570292,43163979.0,2377976,,1619334,4654806,1523790.0,305748,36927308.0,936009,18956854,2267173,23139676,2373634,249983.0,525650,1559386.0,142001,3142848.0,103884,209815,2512774,841982,2294218,199832,982587,1192483,27693194.0,8217838,387526,380969,,22465004,27791833.0,,522993,1405159,1066840.0,2310935,194166,4790330,5520062,1055182,7718019,142452591,423325,1231659,7212268,2200668,4240846,17830352,701379,2019025,88948,613212,1396091,,1982674,2978007.0,895626,2253545,27753500.0,3520791,6274604,698817,2041300,5252277,47224101,176867,,693914,1606776,2198637.0,61330,1687050,7982042,413001,19749456,6145260,2107445,602565,1132096,44109783,1382828,2384719.0,509094
2021-08-18,5629532,577845,489281,469755,2034936,2360869,9768189,,3635886,5695933,176161271.0,2084429,,1522221,311654,2092556.0,293888,31215425.0,919575,12932744,668197,14521470,2606632,255554.0,823511,1901564.0,117297,1951866.0,79938,238832,2374165,721867,2534169,144888,278025,1057017,51817343.0,6126916,333961,481960,,12047961,28171981.0,,300033,914603,1073060.0,2188626,188873,4032035,5216434,1271740,7403296,210746042,302895,835414,7351017,2436380,7166379,15092310,181875,892265,77116,2419500,1230507,,1889344,3264946.0,1772352,1637518,28383513.0,2273388,5141276,734723,1091295,1510162,17813563,664325,,758071,1154843,1493742.0,60413,1664275,6846193,514767,10728813,9531817,2010852,353065,1025824,50925435,412498,1545608.0,262475
2021-08-19,6899542,527232,513356,1019838,3602787,1874919,9243468,,1745582,5381242,40544150.0,3051464,,1428531,208904,1981632.0,655122,72940536.0,2755199,36169677,604611,10314529,2372177,267748.0,829727,1691033.0,99294,2300486.0,94592,110751,1521910,984418,1859063,200962,471610,1238183,83069908.0,6312047,767383,382258,,14897497,22103456.0,,411564,875017,2046234.0,3154428,310995,6064220,3941482,912094,11040407,121780565,378046,676176,9977923,2665375,5296270,17727476,179132,894621,94324,703111,1089915,,1773515,3742827.0,1096129,1237079,32093046.0,2509348,5026138,733252,1655265,1027181,7004581,706653,,590525,1557985,2187255.0,82473,1440725,4873500,588147,14168274,6717746,1781071,361130,1077031,176219310,660159,2498547.0,419312
2021-08-20,4969708,1334559,557167,1197618,1588356,3796883,8260869,,2727142,6453333,27386058.0,3542173,,836830,135489,1614088.0,694816,39110800.0,2297101,19001533,338617,11804509,2078248,173234.0,1113613,1739603.0,127938,4701112.0,118533,209149,2694811,754362,2685802,166608,273890,934214,45455606.0,5650396,358018,546820,,38496222,21390396.0,,331369,926642,1207045.0,3692750,169864,7062610,5071977,1996166,13132057,94540376,366675,631671,13729840,1996288,5833142,12455229,303189,1123633,152805,634635,2073964,,2326547,2228810.0,1225223,1103450,22923236.0,3695192,6225988,701835,1688665,1227483,8045717,308737,,629866,1484265,3113317.0,83146,2236339,6454657,667607,15199293,7057862,2386975,261615,1189676,43743164,425167,1953593.0,422490
2021-08-23,2651459,698074,231531,471362,1289088,5451945,8675729,,1155660,2932362,18508495.0,1895178,,571134,137140,1687229.0,458442,42383976.0,1250863,34330690,338897,17216744,1490034,138939.0,293065,1553573.0,185342,1962956.0,167230,328413,2026764,672371,2126054,257465,415417,901624,42960563.0,3913181,308176,265050,,23577771,20851575.0,,539144,667182,777647.0,2282755,255124,10902050,3232873,3909387,5412413,84657085,359049,469547,6593802,2068688,5178951,10362380,133312,774730,242186,347708,1418533,,1549189,1894613.0,938742,742457,46712145.0,2317549,31845524,454441,1020507,1194443,3735146,249422,,456801,1476231,1893084.0,65713,2035767,3873739,512323,15758622,4672955,2248770,337219,906247,39855090,706343,2144708.0,265465
2021-08-24,4173463,1370286,541869,1004973,1187404,2630950,8630384,,1722880,7336329,29212706.0,1829968,,879799,169337,2864350.0,573621,32580211.0,1229484,18341399,607983,15091860,3064446,179881.0,502874,4646977.0,207177,1709666.0,82335,140817,1075302,1471344,3907911,216689,215158,574194,46540941.0,6540031,379764,388195,,23988818,31556809.0,,629165,878469,1359910.0,4106048,195550,11407860,5179962,2039759,8193493,130225067,438789,972385,10648893,3349836,6443199,33326839,472939,1455912,178604,508186,1481960,,2208750,2692024.0,1059557,903261,46354380.0,2659704,16929980,1064058,2044617,1459782,9124564,192971,,1065729,1772324,3501749.0,78030,1761151,9596808,312275,19723272,7685829,2975277,306296,966453,45429935,538997,2127630.0,686826
2021-08-25,4327472,1890538,318250,399653,1152895,1049797,6486926,,2711109,4744359,24880568.0,6157881,,2505455,117268,2046234.0,354756,20469164.0,826744,15089470,698119,9776348,3214346,366725.0,716649,7163199.0,106720,1270149.0,110165,432307,2359449,741157,3401815,205647,312193,661919,35452433.0,4021824,568611,362910,,23474559,31878456.0,,542676,636580,1330976.0,2493933,175163,3544805,5430558,1506615,6980283,104292224,336361,483926,9890428,3314633,4965726,14053912,114209,1533757,71647,448382,942270,,1793196,2896101.0,661137,984180,55529088.0,1158440,9030052,1734711,3290437,2139788,6625085,273535,,692429,1229769,2152109.0,52113,2501780,7190215,483440,8641920,7517697,2916670,486043,1363029,41340346,541403,2496055.0,410942
2021-08-26,2303822,665441,361648,802890,863113,1324085,7869530,,1273495,2617069,38524901.0,3790188,,6323341,115872,1363147.0,462925,24901687.0,746425,9547895,391227,6460573,3243981,331286.0,1590141,2711094.0,173962,2204416.0,127899,227223,1992414,558835,3476311,210003,523372,373021,19974058.0,4749063,276537,852747,,11171478,19625558.0,,193312,733765,1356207.0,1408398,119398,3265695,2703990,1310102,5759647,60504059,332472,568380,4212042,2800180,4801054,14625474,126866,762267,95603,416450,1107744,,1821787,1790997.0,505624,952786,26115670.0,1265469,6161680,960876,2868802,2792275,3928417,178849,,594551,928204,1122519.0,44345,1657467,4136912,541013,11438243,5778395,2367786,382291,1154857,37322556,514039,1686987.0,269371
2021-08-27,2669894,958575,331071,626223,720488,1284433,10148218,,1607899,3053376,29684420.0,1711274,,1336230,836043,1256553.0,469161,25936073.0,650408,20378137,268694,11242232,2439706,235028.0,955866,2686771.0,210945,3411928.0,83650,219799,805661,442949,2634246,128216,491131,1120947,23525153.0,4367571,269011,504473,,16377892,16347877.0,,219922,1719071,986741.0,1037626,184112,3067825,2343111,1830889,6898551,86397494,402293,694399,5738044,2095113,6915342,12378859,114857,577675,77430,320422,954664,,1317628,1400608.0,663171,1002003,23153722.0,1714273,7972175,506617,3003086,1259506,4854860,225999,,555771,1083366,1301759.0,77628,1535375,5558763,636054,14549367,9301521,1889625,383413,1753459,35621168,275025,2085315.0,450091
2021-08-31,3800877,802631,572336,1441752,1909205,3479701,14483266,,2941351,7082940,65512687.0,3778113,,2428919,515532,4290709.0,2074597,75469744.0,1271438,22204885,1112264,19665229,5389796,389793.0,938823,3107190.0,387553,4637023.0,123060,138645,1773555,1780587,4192515,190338,500557,2512300,41631195.0,8856550,533314,669945,,32462404,29296242.0,,825964,2078783,2300832.0,3957104,328788,9638020,6429783,2156694,11505944,180138382,902033,1946989,14852718,5063822,7415250,102138164,312216,1908938,109763,1028812,3152703,,3788210,3764210.0,1792765,2069386,45427815.0,3378221,13182830,2000541,8244332,2971977,26364398,204932,,1325630,1701061,2946107.0,124003,3345381,12264346,2011913,23098046,8799081,4149948,647284,2717631,171101415,1544573,4179529.0,800632
2021-09-01,2544067,1184334,618508,667999,1205901,2220126,10425606,,1535206,7862946,38587321.0,3199110,,3055746,168835,2959234.0,1273402,32877687.0,850532,14537102,718836,19739884,4724454,221999.0,2055552,11014023.0,203510,2227934.0,135300,248985,1591265,1558062,3622761,278761,395358,1416171,37340105.0,6241301,383962,518485,,18015714,20707501.0,,423243,710718,1156091.0,5651969,186436,5840685,3892842,1779807,11505149,114135172,353967,961780,6006193,2993962,6689898,22161673,157442,1398778,166183,556436,1814566,,5567825,2375652.0,1847308,1749156,31972441.0,2605740,8518360,1080717,2089683,1341815,8525091,215004,,786675,1867579,1499929.0,65021,2544340,6870680,622741,15871532,6586647,2591909,495426,1841891,54469205,645672,1841499.0,557193
2021-09-02,2704999,499096,387384,906099,912357,1237009,16407994,,1286043,2777947,22671065.0,1626690,,5897312,193883,4906769.0,646261,41292118.0,2049478,26034618,544263,5360468,2539815,239330.0,862671,2071672.0,135960,3231607.0,109023,552542,1021374,1685069,2209624,136488,303868,1078865,34710347.0,6299981,202993,675113,,17756137,12584370.0,,357867,1143079,1098490.0,3703494,218237,9113690,4872867,988484,8961739,124161702,489349,1934752,4743550,4474643,3601460,15085770,124038,748016,90541,902139,1110577,,3428081,1982153.0,1737658,2430168,26275422.0,2262984,4827602,858264,7134824,1474108,13149348,210691,,831055,2186654,1785621.0,70271,2932436,10370547,434987,13215537,9601247,5211621,563259,1454923,59817986,535788,2624436.0,391915
2021-09-03,1478804,491134,330700,769086,1054909,3630424,6093574,,1257456,3557207,24072521.0,1676121,,1215576,150418,2981499.0,852967,35754065.0,1041217,18110717,975032,22616899,2294426,131090.0,961630,3836840.0,236169,2071925.0,80943,624011,564321,533710,2203539,215922,399256,1122266,43566021.0,4862702,303808,505822,,16217771,25744970.0,,634960,956961,1556263.0,4135190,246523,5155880,4413108,1719338,12335062,104016579,576030,726511,6135862,6051892,5002734,15371482,150632,1103799,66494,328139,1063657,,2532911,1841803.0,1428588,1458418,20848875.0,3300630,3988167,936605,1771750,1451359,17696562,225242,,1016008,1584690,989542.0,75550,2797901,5428922,584278,8532606,6197738,3162574,1120792,2388131,46120020,874465,1374741.0,348292
2021-09-06,1422573,327408,424922,671816,415196,934330,5184828,,800437,2364922,11792101.0,1020615,,701145,179799,773495.0,383584,16758821.0,917583,13393181,355214,14523606,1415773,109230.0,660491,1202941.0,148505,999548.0,65380,214870,472942,560631,2513846,223721,326401,633151,32977220.0,2435794,239878,475218,,8646481,15098668.0,,212879,569215,713677.0,1690618,167603,5256245,2325903,721961,13375332,55784411,227794,361900,5144485,3100196,2843419,4899260,89538,409181,63633,421394,660211,,1255921,1490671.0,1080433,716327,13227179.0,2739931,4279453,1204482,1718131,1259195,6063266,267992,,415051,1465404,1846088.0,35766,932539,4081592,312759,11505289,5109638,1857185,373561,1112905,27347892,251951,1324132.0,284307
2021-09-07,2355919,2063716,317027,288345,797064,1404896,4845861,,1496230,6479030,18954116.0,1467716,,625936,239821,1519331.0,525550,24785686.0,1527349,20271892,506074,60016955,4315188,159086.0,561687,2646233.0,436149,2629343.0,62189,713451,2381040,479440,3431581,283971,357484,955066,25583695.0,3985133,208278,260116,,20202903,25759639.0,,541492,830698,1599928.0,2182419,770521,5431010,2435844,891134,33574203,86413291,714958,790545,13502413,2886918,6985286,9583019,448558,809078,101163,483760,634400,,2353881,2488724.0,1872852,1665868,18397655.0,1560766,6721282,1273388,2372563,1176830,8416035,206657,,612907,1535957,1471253.0,40588,1874809,12832734,348496,10007465,7668387,2530584,302601,1194927,50833034,537729,1992620.0,442504
2021-09-08,4368126,1067823,637981,515777,909694,1840616,7866032,,1765026,7973015,49061492.0,2818408,,2770617,782473,4899867.0,583991,44406666.0,2652509,13804552,704014,15428193,3618518,170128.0,1234866,1979237.0,507321,1943300.0,98437,602850,511958,1312261,3780478,255355,3818974,755113,25500071.0,15217017,340227,770829,,18780216,24416347.0,,498259,1192192,1147090.0,2883929,209583,8704600,10527862,2514415,23234442,132109308,1305973,1464544,7616631,3349154,7694574,17053209,234863,826773,144913,982990,1320496,,2495986,2239102.0,1505605,2152142,20066783.0,3055477,4454302,1289535,5242287,1903996,6825477,323159,,1467834,1881733,2188120.0,114086,1698495,6488109,610423,10320904,10262044,4545905,653683,2122571,47669506,833100,1832206.0,686975
2021-09-09,3006066,865235,363916,478639,873976,2523549,15191737,,2589320,5247347,35584853.0,4331658,,1825790,251140,2521391.0,541481,48860637.0,619497,17999489,967740,10795871,3652264,230385.0,1576278,6067476.0,368971,2337031.0,73744,646281,646829,1813119,20352000,178921,316094,656532,29208089.0,5919194,195161,593805,,18675621,44742292.0,,673788,1279457,1105676.0,2088040,247543,15331460,4186019,1474335,8209378,189086621,820234,1238850,6279130,3481478,10679173,21528912,465712,944966,165275,541064,1814501,,2980615,3579389.0,1417782,1546189,23476579.0,2550797,7599853,988352,3563786,1947134,9516909,239769,,564864,3083044,3128151.0,74974,6298662,7745229,438873,21853201,12943268,2844455,812388,1480386,63451926,675488,2581881.0,734286
2021-09-10,1905160,1157522,368172,432393,1001185,1439112,6245043,,1560501,3627971,30709605.0,2203203,,1667634,268891,2362329.0,346289,34101685.0,531999,11958859,946728,27851000,2127318,152788.0,458445,2530209.0,211213,2433666.0,87574,336298,730517,1579589,11276433,268536,305259,452068,34334708.0,3935765,301407,459494,,13489555,34682289.0,,316990,967934,964606.0,1920117,263326,4280465,4436359,832074,6503671,151608361,404904,945961,4730236,2884745,6279504,26150087,230716,1005602,147525,789136,1671055,,1689824,1899173.0,894669,1822373,19281201.0,1464628,6357095,1889488,2137858,1573281,6672645,193366,,460469,2839723,1540878.0,43838,1874138,6190348,356339,10426523,6297800,2387413,244942,1226027,53933069,727531,1462460.0,399182
2021-09-13,121686,1367671,155105,688814,983344,66689,5956674,,67933,12656709,1549882.0,2415200,,572423,401691,56441.0,8770,50617176.0,39779,966212,77099,1073989,59465,4647.0,14538,89033.0,3198,1620655.0,215918,571299,72158,20997,1824994,151984,36716,11928,3171156.0,197676,5963,337386,,12230682,1665024.0,,112400,25408,1669276.0,63033,7525,522440,121656,31063,7701801,18630685,14020,41726,254744,2451952,770875,372874,13957,1299067,34488,732252,1580269,,47999,2928540.0,38713,674000,1467972.0,85368,483546,987811,101019,41750,1045330,18744,,28784,165588,108107.0,2889,1533837,5433803,11854,8114198,283644,93237,502279,31487,1395120,17153,74312.0,11262
2021-09-14,4446936,1129408,287251,678380,1193441,2158216,5912343,,1969925,6772040,27875505.0,1745049,,1795711,165749,1517682.0,597382,46189094.0,1611719,57141622,1087713,24987356,3777402,323233.0,671953,3390604.0,203057,3405579.0,130595,412490,1107114,870283,7692138,227823,379690,710925,48105312.0,6489641,343406,285670,,25672101,35068642.0,,472251,1169837,1212140.0,1964176,209372,19069015,5773771,798777,8197567,192641762,477430,753903,6391065,5040766,7457359,17550168,198861,1454601,120537,596273,946807,,2166741,2233593.0,1306969,1346242,22788269.0,1121403,5548056,1081782,3150197,1684023,9485967,1321986,,396036,1634829,2143599.0,62622,2751386,7369329,384507,13529338,5719233,3675575,838437,1569103,63028129,731814,4118847.0,331254
2021-09-15,5358241,1309234,867506,993665,1157518,2126408,13668092,,2585986,14659610,49605732.0,3966962,,2784837,298828,2281913.0,699690,71019810.0,1576507,28077891,1347254,25870117,3854903,463659.0,1037200,2286154.0,161967,3164830.0,136318,1728912,2169485,796964,12210301,285510,396550,882812,55889784.0,8061974,262262,475099,,29158430,37313118.0,,543226,2120784,2417879.0,3516214,225614,23437015,7930440,1137413,10566972,221126861,418603,1221360,12035357,3885459,7979905,21500522,762208,1116362,134763,816930,1543015,,3048016,3992847.0,1820953,1355800,57219545.0,4362458,8237056,1416376,4943461,2005135,14190892,928762,,624077,1518049,3267115.0,100019,2916209,8219207,698399,28415386,11949025,3943163,386309,2380690,90736056,680641,4972391.0,468302
2021-09-16,5645310,2346014,312205,1435854,2667680,3037017,9463729,,1724034,9094367,28606806.0,6602071,,923440,220204,1793234.0,840068,81654031.0,1922820,19466061,1260556,14687308,4088811,320840.0,994860,1904132.0,159922,4318142.0,250338,794413,2147445,969234,15864315,331734,549515,1038492,60133844.0,11859039,298549,624681,,28536650,28109556.0,,694470,977753,1373315.0,3297977,208726,8065935,6407026,1399997,11948796,185598411,423570,1277748,6053499,2707934,17628825,12260410,292730,1421941,100834,450967,1234095,,3017391,5078190.0,1292586,1523914,50087452.0,2461788,10078055,1284005,2172867,2048568,11653122,665190,,949129,1811708,3194294.0,96918,2422781,5781729,1112845,16616406,7275097,3834447,506231,1915904,51039143,647551,5489737.0,368091
2021-09-17,12392636,2000397,1002080,2478232,5238619,6735543,19965944,,4835361,38901493,74010939.0,6292169,,1504133,598986,3770028.0,2000141,98600571.0,2000971,159522529,1013549,28767213,6911422,749366.0,2127455,10264442.0,380042,9019301.0,331332,15042369,2932071,2563897,28274638,614094,541489,1191168,195131324.0,18340682,828177,1683956,,79991043,54256233.0,,1641740,4453180,4363548.0,6564977,673398,28114645,10557986,5956339,28091236,385392982,1085006,2248134,17274814,9563451,27473301,39010451,960203,2571262,267036,1569551,3466031,,7872208,14216398.0,2941294,6137714,172599853.0,6647967,18732324,3197094,6971132,11005148,18491622,1004405,,1592630,2999129,3205363.0,193490,5833653,12816523,1819108,27477915,23683301,10068124,1303524,4399811,153645949,7069203,6042548.0,899220
2021-09-20,10439674,867827,369606,1202623,3271968,1990833,17342895,,4536066,6383062,47433772.0,3258776,,1569362,229186,1791162.0,589535,50856932.0,912260,13832532,622397,30131367,2987973,251429.0,750828,6000633.0,239192,2799213.0,95412,1319974,1667593,1039903,11831280,338916,515580,1061129,71415830.0,5747044,445219,568113,,35684967,95335720.0,,707496,1358896,1463704.0,2829712,212574,10707805,7716571,1417534,16434349,204629300,322844,1136115,8339359,4020658,7059004,19449811,239659,1834147,164909,683779,1868893,,2442356,5996974.0,974867,1846785,71596376.0,2077381,9974228,1504958,2624974,1524994,8109781,482765,,630320,2548768,1054955.0,102831,2440922,12507671,657534,13732928,18695779,5760442,797273,2059135,68209310,1242355,2568895.0,525245
2021-09-21,7842591,539901,379342,814721,2047920,1500351,8781476,,3430306,5693339,39211822.0,2507907,,761685,130988,1442973.0,562588,50626001.0,898958,27366007,707087,25994514,4504210,237058.0,743520,2841890.0,116408,3598553.0,94000,199215,6686302,1685984,13602529,267809,634620,613473,58074387.0,9539829,436080,441127,,37801875,70968766.0,,788798,1229322,1218648.0,7502927,206258,8804500,9954833,1313967,9074813,181988223,553308,933946,3503696,4448107,7015421,17839184,237689,1339134,387787,429479,1696640,,5546257,4175469.0,947300,2808159,64109814.0,1689931,6217602,5454599,1772864,1487381,14254492,297927,,604057,2567143,3841362.0,101875,1258962,6631252,395386,18373464,5968166,3502492,375940,2209902,57952751,710424,2743991.0,341281
2021-09-22,6019258,1760673,466750,646509,5360664,1562275,6818539,,1471718,4029103,26876550.0,4088568,,1342426,121912,1852472.0,468376,51097066.0,634437,13342979,390449,26915326,2035815,187117.0,789029,3628721.0,166383,2091949.0,161198,452512,10522136,936108,10427619,206626,552215,688295,49606461.0,7827518,397113,608870,,33258547,31167760.0,,1426570,1043271,1186891.0,5202117,123140,4442885,9526058,1217882,10100778,129583974,216048,925915,6046118,3309584,6400259,13204113,264939,1328663,283167,309005,1662706,,2072996,3923631.0,1158568,1269254,44820144.0,3366858,7286002,4406347,1275710,1103770,14329333,312266,,499201,2198588,1155712.0,62763,2770545,13464517,601828,15194454,7340467,2506567,469494,2326490,53151064,557494,2862875.0,365065
2021-09-23,5433684,3008630,364612,531490,2237197,1526247,9925680,,1533110,3754356,39115752.0,2084457,,485771,441642,1119248.0,505846,31378887.0,611742,20158554,316920,60418434,2305729,195350.0,1039093,3318567.0,180446,2220740.0,76948,674236,9434534,1235916,8738532,138094,517238,732955,45876667.0,4647786,395006,617084,,32792317,31240903.0,,973935,1024529,756698.0,3073774,398287,4886825,5366164,1554648,8732015,205133028,260135,826500,4987050,3769170,30093691,21346156,203012,1061718,249126,694119,1014480,,2887682,3885605.0,1169424,1025496,64345828.0,3705261,6588902,934147,1806715,1402038,33298702,330618,,633380,3309226,933723.0,54606,3511785,7319426,491305,13317828,6288524,2262622,662281,905860,72717501,381776,1798908.0,308361
2021-09-24,3513930,4655118,600003,583742,775667,1687025,9058437,,4861722,3579512,29868089.0,2445779,,856162,180450,1151592.0,492403,39785130.0,800608,15496079,321365,14887489,1851859,291229.0,889683,1628232.0,176761,1797052.0,83033,378173,3560212,903881,7876551,247244,301984,494717,22052761.0,7035319,417071,500120,,28302653,30356513.0,,650923,1211508,676723.0,3709211,336716,8882735,7132598,1121761,9630085,324395421,509971,1349701,22350994,2675043,7930611,13121959,203192,991567,65051,533158,602429,,2200017,3322837.0,936874,1875808,78220971.0,5765959,5599306,827411,4008624,1926155,13167540,212234,,467061,2366907,5144220.0,49872,4698664,6807434,507381,9898053,12083741,4027464,518629,1254788,73449412,340932,1604389.0,269420
2021-09-27,7355610,4829432,1197471,1766328,1460250,2667711,12754957,,2153124,4795657,43652049.0,4017663,,586600,189109,1028947.0,1031002,63674198.0,703235,22361063,347461,27048727,2973891,571580.0,856248,2127718.0,246772,4471862.0,122933,348018,2337361,1430002,6848170,226160,251044,1093454,47753308.0,7406434,722332,1080504,,25948496,58136919.0,,1168279,1921850,2140563.0,4120975,422247,14527560,8020023,1837359,6104257,195196130,1106427,1212820,10979941,3191565,5674681,10380526,365194,1098677,73832,800754,1193145,,3066849,3645366.0,1054731,1691902,145272228.0,2994143,5098221,937758,2382197,6405539,10575959,741764,,499044,2257213,1380821.0,146046,2155928,6161396,502190,16073551,8334684,3636423,505821,1343916,65682640,495550,2691297.0,725604
2021-09-28,8674125,1147765,1752836,997015,2809644,2055998,7693247,,2345573,5111318,33952073.0,3742430,,879297,271669,2360333.0,648321,82346561.0,936932,17950653,839294,20925973,3046450,464851.0,1164458,4159119.0,229578,3572808.0,219548,386128,2692956,1416417,10337517,399152,904257,864333,60469491.0,6643956,482096,875233,,21830054,31099438.0,,786523,2776985,1794473.0,2928433,485878,8410790,6925031,1727405,16354591,166065990,1803024,1512162,26302483,3706851,8203733,15589726,355260,1616672,131709,1008339,1105953,,2764248,4356001.0,933500,2014796,85407275.0,5415083,7082683,1112211,5688761,3534987,26088736,378584,,1568049,3163118,1883002.0,141389,2834437,4911245,600858,14567503,31186698,5437994,790934,2249888,90957669,567447,2094817.0,721236
