Date,AAL.L,ABF.L,ADM.L,AHT.L,ANTO.L,AUTO.L,AV.L,AVV.L,AZN.L,BA.L,BARC.L,BATS.L,BDEV.L,BEZ.L,BKG.L,BME.L,BNZL.L,BP.L,BRBY.L,BT-A.L,CCH.L,CNA.L,CPG.L,CRDA.L,CRH.L,CTEC.L,DCC.L,DGE.L,DPLM.L,EDV.L,ENT.L,EXPN.L,EZJ.L,FCIT.L,FRAS.L,FRES.L,GLEN.L,GSK.L,HIK.L,HLMA.L,HLN.L,HSBA.L,IAG.L,ICP.L,IHG.L,III.L,IMB.L,INF.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LSEG.L,MNDI.L,MNG.L,MRO.L,NG.L,NWG.L,NXT.L,OCDO.L,PSH.L,PSN.L,PSON.L,PURG.L,REL.L,RIO.L,RKT.L,RMV.L,RR.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHEL.L,SKG.L,SMDS.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,SVT.L,TSCO.L,TW.L,ULVR.L,UTG.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2022-11-02,10824620,1729250,941889,899178,4067682,3269013,4365139,,1219515,4702898,19608289.0,3938548,,1743075,304959,5723517.0,537867,38110483.0,1214669,23768756,657252,25519252,2897761,827056.0,1048076,3229175.0,136569,2698411.0,272312,323714,1793452,1295957,3459172,1013323,266130,712501,30715147.0,15917637,559877,704555,21514109.0,15752022,16557675.0,,655140,1077826,3538491.0,4258992,280831,34996735,9426549,1493256,8774811,134009654,435334,999030,10650384,6603355,6080445,14962998,613861,5214079,163139,901234,1884031,,7217270,4500947.0,1016594,2199806,40179066.0,5764802,14591479,1784832,2822399,3449555,15674188,1009797,,635839,1808025,2982302.0,260116,7241101,6360326,882963,15440992,15456922,4137686,1163977,1904254,57111455,1318737,4238548.0,333620
2022-11-03,2282381,930525,706771,1467326,1322448,1428220,3016319,,1993536,5546428,23393870.0,1734190,,1836794,380953,5673056.0,544151,42181307.0,1733410,48632853,657581,15761004,2681883,628363.0,970944,2540405.0,172649,2141607.0,126929,437945,2680777,3102335,1830921,810885,620948,762859,24873898.0,7788579,1102432,3440176,20928172.0,18286802,15502638.0,,821496,6647711,2120398.0,4881946,310586,11095854,8841507,2437438,28215824,163806074,280491,997531,5172818,3982640,7326131,16891978,923136,3183110,236945,1462507,8639212,,3562083,1867028.0,738323,7354108,39633812.0,11009272,14603225,1289554,2058482,2846685,11069027,576548,,1081059,2793918,3280549.0,164928,8215947,6329180,536980,34303160,15732019,3925291,650717,1245078,54591395,1118637,4055609.0,627525
2022-11-04,8118368,920579,620415,691750,2679140,1985662,4933077,,1475146,5697732,34319023.0,2059369,,3172740,276572,4318955.0,544166,46266880.0,2532196,36873168,1058575,59757501,10275915,476856.0,995963,11190913.0,202018,2974795.0,181583,516122,1254509,1217119,2715159,396713,407095,4041076,73063287.0,10047402,633722,1512276,18648334.0,46287338,17027274.0,,1083964,2157005,1909521.0,6037202,291124,25126115,6112719,1426450,11791864,172539079,367999,919293,13394658,17955453,5706510,28434972,574373,2302752,257506,1583980,2337700,,3518008,4361667.0,2391051,2547451,56656910.0,4829318,7554705,1168229,1911747,4411918,13249089,337760,,898628,2365751,1730001.0,218819,3321411,6312361,840811,13500112,9393078,3561252,1328529,1623566,136603062,1006584,5470677.0,569993
2022-11-07,3103278,2403237,440930,1322786,2069959,2727180,4915339,,1604095,6040315,23685124.0,1379249,,4241260,157858,8432056.0,654031,34010048.0,1915151,23184482,907944,67797659,1812164,319157.0,695190,3844892.0,641964,1942574.0,143727,239475,2038049,883605,6238405,355942,1963625,718681,41590956.0,19131740,1428072,689407,9304872.0,27647071,22025519.0,,933328,1220733,1694265.0,2703672,482128,22592133,5486504,1171772,9975514,208317356,689491,762821,5476452,3597268,5358206,10921840,461511,2965369,276709,1255420,3984559,,2895488,4189607.0,638811,2980720,33193308.0,10623200,9873480,934492,1763411,2996659,16388492,622238,,945839,1757586,2070224.0,106459,1410207,6314658,786797,20387095,9107299,5674223,618929,2172114,48269271,2102666,2654605.0,591596
2022-11-08,3560475,1708138,912403,1361383,1219549,4797079,11156590,,1684219,4251021,56097569.0,1393716,,1665789,292170,5016064.0,375404,52833847.0,2297640,56795855,2850043,43179593,6029645,242325.0,1543865,3748784.0,984306,4929860.0,160746,300121,6276772,2798602,3973291,832081,1015215,1128795,96483157.0,6522487,583231,507622,17549203.0,12175981,13003702.0,,329071,1726641,1187540.0,3990195,331008,35664632,5543851,1101187,18769947,267421913,616093,1494647,5449964,4355785,13653011,14085907,286103,2533123,202342,3047077,1894562,,3469265,2939547.0,1314482,1734396,25569962.0,6984965,8581914,4453226,3721714,1917916,41463115,268296,,1628201,1520793,2553861.0,137362,9805147,5532525,687403,66963847,22548199,4112713,723806,1724078,76362587,630361,3388538.0,298686
2022-11-09,3562038,1424919,756924,793035,1254837,3110329,6611849,,1673019,4554830,21699444.0,1659795,,1814442,283186,5677927.0,477074,62100075.0,1107284,16621986,659754,14005914,1716780,392220.0,1514708,5119260.0,421765,2390478.0,150121,201390,740359,1309837,7367876,738550,782812,1039082,35886819.0,7420515,471450,389070,18339504.0,10679605,17603734.0,,474667,1163752,1376138.0,3733440,384116,6014973,4760622,1256413,12481855,103256571,581520,1034282,6823619,3765899,4170817,8692575,367851,3029866,205799,1467012,1512480,,2109010,2479088.0,1315735,2343849,22483065.0,6418340,9701609,2085317,3098573,1620290,11171252,416837,,1523257,2057010,1519654.0,62374,1729889,3645458,567510,13001257,17117598,2981620,679135,2298604,71897022,510192,3403096.0,641537
2022-11-10,3153220,1344151,1105234,1071642,1867584,5891580,7066898,,2832678,7907192,59021509.0,4026398,,2228835,460289,9494652.0,840617,78155123.0,1483076,25495104,688555,40940763,2735528,524822.0,1626655,8851828.0,514943,2822017.0,223619,570280,1385250,1976501,7444116,1106789,530677,1453103,40894809.0,7911066,628483,586094,42887139.0,20113839,46138349.0,,1127420,5150658,3326731.0,8617266,475411,14170302,7639567,2166714,18268634,145619544,534333,1959880,6006705,6131545,6415183,12066800,537123,3539477,460509,2026830,1835855,,5133831,2130360.0,1632261,4570745,40197644.0,13587443,9597114,4808589,2016374,10741219,15708580,656049,,1393117,2667598,1885975.0,120385,3818136,5289275,740812,20535543,29659998,5315302,828189,1415454,64671715,1379461,4659058.0,1270059
2022-11-11,5266960,1330731,2310583,1887682,2510695,2403254,6958441,,2913259,18002159,53765652.0,4678914,,3215386,221447,36267553.0,944043,41500170.0,1517031,25017345,3896159,20170404,4657824,481138.0,1118229,4650188.0,532266,7299113.0,186990,209543,3711995,2715928,6318968,807065,446793,1307740,45387205.0,21285283,1256760,651567,23001138.0,23946629,33563269.0,,468051,3831617,3912022.0,12030781,472439,22063936,10089463,2060095,28262563,179249179,865236,1271306,11493340,7172843,11072297,43066022,809983,5031530,237521,1346255,1631334,,14496239,3838809.0,2366753,3569547,48070466.0,6814373,10058277,5063188,2916703,4630904,11919170,823588,,1151444,2483182,1914505.0,125822,2686172,5764964,555514,22262927,23942658,6458874,1327528,1591116,115300484,1080985,3192101.0,1102234
2022-11-14,2615383,1238816,826646,1304320,2332577,2345355,4405360,,2163702,8432222,27491978.0,4835482,,2565764,816523,28121833.0,591814,31077051.0,1227379,29710986,850880,15815414,8840471,415414.0,2212414,4258210.0,240778,4056817.0,168582,531586,1382837,1616240,7700601,719315,1767518,709298,37230511.0,19714083,1061118,1373759,21834005.0,18085476,26886747.0,,446729,2468999,3956234.0,5272287,426893,15170139,8716422,11828097,13876089,98066350,867066,827476,4718762,8955784,11720999,8788410,386534,6208598,267263,1456971,2270020,,5089943,4854398.0,1342567,2133803,54578240.0,9311213,8592859,1718910,4000210,3266403,17025226,714484,,954126,2485032,2160468.0,92886,3568058,5295965,629190,13405558,10576687,5238464,1076444,1351773,131581286,1163850,3429925.0,514471
2022-11-15,3095603,1244426,1129236,634429,1879791,3023176,4378672,,1634491,9079242,22762920.0,2603132,,1406050,356656,4883513.0,680642,33369952.0,2773332,18829293,654461,27436298,2673677,346091.0,1531527,6655674.0,323872,2705798.0,206263,216176,1165777,2059194,4235722,639813,240953,914305,30884341.0,8214730,1626873,1387749,17150660.0,19489207,21668868.0,,1982200,1868657,3224979.0,3802928,694890,8104051,6033555,1632554,11737104,81569717,374387,724263,4647724,5454276,10558576,17000793,431236,11171650,251166,1553151,992244,,6030427,2458456.0,1693049,3864667,31866959.0,7116769,6935970,4944347,2298540,8253426,16664848,599642,,1090203,2376945,2023049.0,127664,2598112,6190649,940684,25508660,12856975,3882198,1175200,1640533,446755774,544847,4519156.0,780955
2022-11-16,5539895,1216010,656676,918444,1921740,3697512,6258649,,2124542,9873088,27203752.0,2747023,,11253480,201419,4596545.0,761820,43262475.0,4145877,15476409,724855,27441291,3534822,349269.0,1673507,3600771.0,304288,2298520.0,191943,281170,5258564,2653392,6426189,855869,355474,624402,37084909.0,7209179,684699,1827345,29478333.0,16851839,18270559.0,,530640,2689083,2174354.0,15815539,774035,27334473,6585519,2060699,16852916,202488766,718489,1318987,6673360,12090534,5387505,47023595,495302,3498259,220478,1386760,1348872,,5167004,2334596.0,1486657,2663545,31469186.0,9519253,7425535,2608690,9583129,2770643,17282498,529276,,4712715,3398083,2202086.0,305268,2784178,7905537,498671,20526334,8580606,3147276,757728,1081989,131249420,408712,4226669.0,700815
2022-11-17,2987012,1327472,489794,756365,1845150,1696912,5878272,,1234336,28028668,30779589.0,1866701,,3709948,203916,2348542.0,499286,44122770.0,3396086,11612002,1275914,53236615,2091995,271666.0,1122814,4877415.0,279449,2514462.0,288301,211838,839829,1079717,5049557,396021,252060,875505,31189017.0,4794862,1157844,882209,14751179.0,14773800,11558488.0,,302634,1257163,2429761.0,2372402,375853,8856929,5713749,1922405,16369956,217856455,296251,596961,7153634,4810457,10525963,18852422,332459,3307754,181743,933737,1192734,,3175763,2368122.0,970751,2997128,21661069.0,7523392,5387967,1918127,2644631,2770662,13336671,468963,,990083,1172732,1865140.0,165741,5811430,5013516,553878,36402551,50366912,2107931,680213,1898732,86932231,802927,3390259.0,467144
2022-11-18,1976678,1753686,740944,895297,1136688,3040440,8185553,,2150528,5872667,22358632.0,2416643,,11972774,348908,3972831.0,638498,43306864.0,2782962,16891964,775493,36461030,4516403,380232.0,1721131,5554933.0,258106,2511325.0,353058,259137,1230209,1215718,3381663,883825,706183,675028,31030236.0,6638654,1570905,1228365,11452366.0,34581612,12805885.0,,385270,2044664,3088728.0,2048155,766440,24826143,8044473,1681443,24409306,183817838,463213,976508,13235949,3011180,7440900,20312936,535407,2487869,202074,902871,1797476,,3494422,1959927.0,1581609,1835241,25787471.0,5899576,9017890,2291976,2776410,3648177,24845761,354831,,1641748,1477218,1545505.0,258913,4301195,4855952,1113760,16638035,18735347,4936798,867704,1661969,187183743,272256,3841079.0,751016
2022-11-21,2343757,1041375,509093,540749,1098391,2411801,4444960,,1128012,4208540,13670802.0,1333203,,4119420,150536,3217517.0,951876,62668424.0,1362540,13396874,517930,15507116,7310122,417321.0,800568,5405664.0,206423,2448606.0,309042,264816,1723489,902559,3424327,319937,724451,598426,38915088.0,7336410,473230,815989,14538355.0,30785977,11192640.0,,448909,1781980,1953065.0,2236842,406863,10624542,5055887,1437227,8439344,92791927,446576,866714,7741041,2167989,5226506,14390154,324547,2730692,129225,1305569,1174434,,2179315,2710766.0,1359450,2122514,34885891.0,10332054,3920180,1321100,2823816,1959056,15191057,315656,,814098,1415186,1000033.0,164917,1844526,3193137,717578,16979553,19524647,3209024,580591,1846601,191854939,309149,3658415.0,597303
2022-11-22,1492046,1563368,712752,755871,1123472,2661185,3651807,,1214034,5380180,16784247.0,1993046,,2931746,394179,3560075.0,775883,59516989.0,1101160,54318323,443607,20606165,4200353,300168.0,1695397,9368106.0,180828,2625783.0,246984,160681,1808885,1456471,4683641,751462,618042,625525,33052180.0,3699588,1084808,820562,17918233.0,11529697,9117781.0,,320860,1314945,2446121.0,3374190,289591,14799720,7950387,1550644,13521922,83314627,302587,618376,5365549,3362863,6578619,14367693,168652,3032377,248987,944950,1224048,,3367818,2465078.0,811672,2325636,29820311.0,14816421,8408490,1485476,2574785,2271040,24780554,242062,,604179,1181629,1989256.0,82248,2700867,3423308,1188801,21359948,12064976,2847320,454333,1896445,202912017,370300,4248910.0,505533
2022-11-23,2026146,1787770,543585,409839,1853568,3656927,2791751,,1085234,4567864,13194996.0,1346716,,1801629,397164,4780465.0,955476,50190396.0,1098489,10163652,622473,21945155,9310199,525836.0,595835,4555746.0,136841,1913669.0,115568,206949,1114181,845997,2663146,307252,358659,544339,68290710.0,4358725,1245862,683891,12077996.0,15876477,11069061.0,,384933,1180778,2765331.0,3312617,568329,7003562,19616132,1237358,7586161,69709484,258015,606269,4703191,5425563,22124784,5495835,345829,2531303,142104,970327,1307945,,2434333,1281438.0,705466,3522561,23250404.0,7542170,7465536,1286243,3227878,2728658,28366371,235100,,871425,1548244,976703.0,86553,2417719,5716392,613176,14629405,5486764,2655547,438056,1376766,417216466,367140,3361880.0,914800
2022-11-24,1893792,1262798,369155,384436,678108,3212182,2535994,,1020204,3507166,14339660.0,1214004,,701294,132584,1773804.0,895124,23740889.0,1291026,9531708,378033,21313038,1385269,228550.0,415838,3774241.0,154693,1627559.0,224763,195992,731143,593881,2746864,245230,446403,493161,26664749.0,2364200,587144,549888,5853235.0,10402601,11556582.0,,297509,767421,4283603.0,2125270,893223,6855979,11049772,1200153,10762520,81675544,342524,440397,5060356,2046706,5768102,17783737,180715,2285788,49419,967218,1918327,,2082099,1534653.0,379384,2325301,24203944.0,8202586,5823468,3346294,1928010,2163947,7747763,227036,,497329,995808,1295315.0,66218,978692,3142889,547691,7637881,8765808,1444643,641710,1629980,95061524,233411,1335877.0,392990
2022-11-25,1891354,860794,740213,474757,524563,4477344,8243218,,839863,2915809,17701072.0,2941651,,8479982,186607,32089643.0,335825,27943103.0,1692944,10417924,277791,20782870,4326717,188836.0,612224,1859052.0,164586,3905245.0,149724,200694,1024935,984061,3298086,390464,634303,455231,23021124.0,3935152,427167,824082,7377331.0,23394528,9227250.0,,576332,963159,2334545.0,3123745,613649,10406329,7265984,2488330,19069825,110335789,264847,529624,4601967,2080471,5023440,31537930,307622,1773202,85055,1086858,1219112,,2278718,1572769.0,599978,2645550,17772475.0,14089936,5768389,2100138,1572532,2883664,11638740,505839,,406319,1507370,4440347.0,76879,2079715,6629783,485972,19431321,11696229,2928530,488111,1415151,65971701,249738,1389631.0,372952
2022-11-28,1696827,1126886,659758,646162,897627,2740204,4487330,,1157755,7606433,25642764.0,1914197,,2498072,222925,1649654.0,1366738,40608786.0,887624,20837616,667145,20669333,2903618,200546.0,871387,6394598.0,213994,2169606.0,169178,182175,1420506,1102595,4977145,453112,1898338,496485,50558680.0,20052583,554997,724063,19099028.0,44234698,13322513.0,,365387,2501825,2696772.0,15021567,539584,8129259,6281718,1834790,7702277,84750573,376563,458549,4334994,3330328,6453598,11250292,310706,1625557,122426,1229993,2395439,,2267385,1911401.0,1004752,1986087,28954263.0,17180757,4937790,2272946,1303713,1744116,17250713,341927,,448145,1654348,5507201.0,69008,2211694,4762784,486952,18823801,9965960,2728226,837450,1497665,140477510,401050,1822733.0,440810
2022-11-29,2034711,1156242,625225,490829,1108225,4259460,7263426,,2434217,10467385,42340565.0,2247233,,1688776,223569,3653430.0,643684,73104465.0,1677871,20723744,644803,34022892,5957622,303486.0,942315,10400954.0,265861,4339712.0,178387,194421,4030777,1547006,9902785,437940,1393548,772581,58564498.0,11899895,868839,1078186,15743673.0,37036353,9764425.0,,1161511,3215733,5689895.0,2514277,856270,26162451,4689076,1488127,30940654,159989227,637323,898933,3912913,6285229,4818035,14478517,366875,1713790,71022,984304,2881060,,7545337,3073312.0,2547251,1715918,21040596.0,6209697,3864197,1498630,3281867,2081772,10578540,924453,,518632,1400600,2731964.0,269409,6192692,15214704,399265,13560580,22657232,3110044,964167,1232192,168846967,405456,1405599.0,580062
2022-11-30,7840433,2804755,6309834,1427746,3267416,4092283,11729369,,3794486,25278027,84403402.0,5870577,,2910093,874058,9399023.0,1573342,118086790.0,2551037,42712118,1143227,25847838,5530624,2108537.0,1617368,7924699.0,798527,7215065.0,270939,207721,3305879,3244680,11338622,560091,1705687,1137321,55329276.0,15839800,2171170,2265856,62894077.0,46323161,10427529.0,,810646,8231218,5760156.0,9832981,1080111,14377961,18365120,4431319,42014865,322356192,902872,1946260,15523739,25837668,13952781,26321957,1022249,5759921,149400,1889751,4528801,,9069802,7208269.0,2830177,3740575,54046920.0,14588639,19043175,7867667,6881791,8551259,27289569,429529,,2462141,1837461,5060805.0,301575,4740600,16910600,1542260,39639785,41291761,12735301,1564510,4161107,106337509,1839720,5284200.0,1369135
2022-12-01,4273793,1448584,550573,702929,1230965,3337801,5412638,,1282615,6983833,28956372.0,2495447,,2670031,243760,2738518.0,753903,38905995.0,1621608,30434927,1007256,25607495,2850842,422484.0,1241125,5340438.0,389754,2298726.0,247028,255937,1100648,1119746,4732935,422036,1141114,961872,33145423.0,4651308,544643,932211,13333455.0,22994441,14180292.0,,321816,2237302,2079544.0,8274943,438163,6924154,8718015,1636185,7836189,145222762,588110,1091626,5730070,6045884,7063998,13612149,567858,2105532,161166,866262,3385107,,4066525,2433533.0,1094466,1968587,44739800.0,5475382,5126767,2797451,1524486,4946893,9487172,637264,,868364,4119694,2301736.0,104258,2485896,5354013,500787,15117999,11573354,3855871,779598,1013520,66236785,804905,2238917.0,556825
2022-12-02,1719066,1329180,663146,903284,1302044,2744773,4433441,,1347226,4917487,28802164.0,2391796,,4371314,393503,4766786.0,506878,44398679.0,927943,16158382,471688,12086366,2820986,474866.0,1241200,2976092.0,250671,2503437.0,230295,243184,1406364,1033363,5463441,301809,3451661,914463,27836595.0,6419901,655678,730639,10831098.0,25331250,10857976.0,,539946,2085361,2858469.0,2522109,405023,7502557,6721290,1726184,6692017,81679736,547374,877016,6476056,4853450,6907773,23756424,455301,1590119,143672,952338,2339726,,2880503,1958283.0,845358,2519915,44499719.0,5285219,5096686,2644357,3899115,2881830,10479990,548226,,727573,2075904,2239608.0,87739,1776717,6213986,1015971,18378914,11438444,2752525,684301,1701352,72037740,1183798,1868001.0,378659
2022-12-05,3807682,1326941,571781,909373,3825329,2382597,3873585,,1336663,4536143,24394215.0,3230490,,1984619,214994,3619500.0,578430,42774634.0,2227056,13795887,510825,13540884,4428774,413667.0,724691,3886142.0,184533,1507635.0,103004,156237,5606705,1585972,4929498,330867,2180257,1392388,28961665.0,9655175,911002,1644624,14422747.0,38359432,8010668.0,,336383,2127397,1640874.0,2188875,256884,44824867,4566605,964876,13386596,123022931,609200,1032300,5996245,6087088,6942327,15773012,870046,1836434,105016,1570682,1397006,,1948141,1849819.0,729193,1626099,23064037.0,13093100,4316367,2126556,2147636,4594712,17536845,333798,,919721,1327178,1583088.0,130965,3817478,4093472,868707,26977689,9777482,2607670,721923,1803910,101505352,1186451,3238749.0,386633
2022-12-06,2179291,1166548,694873,1539826,1020399,1566420,6295827,,1648969,9973179,80092367.0,2601635,,2999310,166007,2896397.0,752616,59104182.0,1659435,72700621,753156,22024970,5681192,536863.0,1350473,8364159.0,294277,2364888.0,158457,211891,1151090,2444118,2794563,509507,1189021,1132428,47979091.0,10037637,972737,862519,12585636.0,20112726,10726809.0,,590165,1913250,2227286.0,2853896,262431,17468260,6482488,1553188,11443988,153067676,555836,2008782,6288237,3573653,4658371,22491650,356814,1665796,174039,810475,1632237,,2264869,2127876.0,996215,2182709,57578670.0,3803459,4797585,1728111,1745339,2044574,15845934,399577,,1382713,1496554,1898680.0,83845,4956212,5965321,1383579,17854906,7013528,5001184,762245,2720102,102486122,960775,1814910.0,484512
2022-12-07,2295827,1521247,585919,1185259,914514,2690203,5359445,,1599108,6112781,24905097.0,2578081,,2499055,179004,8102680.0,1000183,46500857.0,1715980,18817461,611897,17687715,3492470,414362.0,2013248,2958840.0,198175,2573942.0,248368,149523,1140942,1303018,4619317,377042,1828912,928554,43268609.0,23028093,1183842,1159843,79872705.0,36138248,9493532.0,,601701,1476102,1973890.0,2157806,265126,10214586,6156943,1086026,10659587,100195784,371247,1233722,6388920,2868466,5216533,10777082,250378,1884830,184272,1279627,1129912,,3430815,2209442.0,1407440,1855886,25954512.0,3439124,9685413,2226221,2104836,2406084,15940423,365471,,1761978,1435401,2631154.0,177347,2643840,5878092,765506,21808891,24874360,3826026,1071616,1596580,175372792,1563807,2780044.0,464077
2022-12-08,2895011,1626580,1134962,991783,1116197,2476749,6436097,,2292719,5635558,21644000.0,4184395,,1359761,297304,2581016.0,608350,36084523.0,1455818,35238880,848708,14242321,2692911,252910.0,1089966,9546427.0,347359,2814011.0,157261,207874,827371,713390,4599562,296395,2534995,1016727,34694724.0,9954903,807434,1082853,27458207.0,14697498,13059942.0,,413081,2329021,2023013.0,1936340,682063,20130288,6240768,1892126,12949540,97466662,1082759,1282372,9426981,12275195,4746816,11305626,454965,1977874,136250,1176085,1142795,,1916612,3441728.0,984188,1333501,19230019.0,5532706,3980928,1656398,1906407,3748479,10741116,497519,,1275425,1062436,1685290.0,191997,2831784,7810789,574108,26354931,8686054,4477913,1398767,1535731,113007384,888825,2805048.0,1561500
2022-12-09,3887901,2805858,525126,921278,1825822,2277732,7182135,,2462856,4909317,23399847.0,3981979,,2633417,273330,2376873.0,559126,60905839.0,888440,21769857,510694,17434641,2301426,221618.0,995237,2716610.0,336202,3166186.0,233060,201704,1335823,1420731,3626241,216031,829533,814874,38189010.0,12814563,532404,1911451,40948425.0,15633060,22321525.0,,750939,2671151,2599754.0,2041864,264928,10753993,4132495,1391554,8205247,90398849,778074,1035747,5984854,2713169,9518105,11656713,347899,1860138,156097,1131085,1195849,,4430046,3269297.0,1164375,1482434,35958470.0,4942100,5821694,2058404,1868217,2390175,15274155,306422,,673581,1186720,1890481.0,326299,2686656,4870771,606506,24123808,7497916,6803533,729979,1291930,224198613,785505,2459193.0,654258
2022-12-12,3725832,1730479,319395,1472590,1166731,1850537,3840450,,1214972,5135673,33870358.0,3691002,,1389500,358330,1751662.0,450871,37882663.0,1831642,24810334,471485,17294298,3112354,354953.0,1047593,3650263.0,174443,3643292.0,215671,254337,1062414,1373013,2354709,521096,533392,2081011,48892652.0,6227965,728055,830063,19539585.0,16666852,8183643.0,,552021,1311973,1967430.0,3531479,309377,6800919,6123805,916548,10844220,88878353,1381736,1798347,5203275,2068116,4746755,12825415,269445,1648674,140222,844683,1309444,,3059230,3462068.0,1631691,1377628,20761429.0,5911596,4322781,2019351,1656123,4932305,14463878,307042,,1237360,1197893,2132839.0,123120,3185286,5489321,739719,28238342,8367030,6527176,702482,1468568,128644080,662234,2158515.0,411908
2022-12-13,3280551,1453503,711397,1370747,2794291,3478058,9398336,,1746160,7237693,42888082.0,4719003,,3464963,404143,2400724.0,1108468,34093855.0,1985924,22078603,493217,17815853,4210449,494455.0,1891322,6312314.0,351085,4632087.0,283860,422866,2085639,1570799,4776491,442925,655327,1721945,46649722.0,7419602,1038395,912370,16942682.0,21965456,26610526.0,,652164,1935331,2847529.0,4112997,317697,10968166,6450224,1492838,12791998,104218283,1129142,1599302,6335923,7399481,5838042,15395719,493751,3031794,180090,1416674,1895019,,3670550,3385499.0,1447204,2817895,49918653.0,8055688,5338935,2774817,5069705,3448007,13130629,512143,,759096,2187850,3401609.0,122976,2397942,9140959,611095,25848326,15862300,3628282,738342,1501530,91862215,776799,2613508.0,622622
2022-12-14,6751644,1768999,789875,1357737,1130464,2340133,5736385,,3363995,5759899,42580381.0,2566141,,2799894,165750,3555200.0,865687,36570028.0,1102795,37658830,357758,14968743,4981375,286065.0,824034,8445126.0,481391,3371690.0,184661,244484,1254454,1566607,3185903,202393,686271,1235370,57548859.0,7760299,404743,451808,14512210.0,43951829,19928495.0,,567606,1342084,4094111.0,3715536,362032,19259916,5583963,1102053,9804710,164442396,710143,1190845,6015335,2787158,9440772,10206529,314946,1820143,102483,626295,1240138,,2708416,4829008.0,1215766,1633306,20404346.0,5279968,5414279,2057840,1591189,1858623,18030172,385485,,770679,1484780,3068832.0,85716,2519635,4682786,1351371,16433109,7255943,4486405,903039,2040603,113438867,606021,1907597.0,683999
2022-12-15,3124749,1684019,747011,789160,1629994,2924910,6145588,,1191977,5784533,32662221.0,3459123,,1936468,341577,4677075.0,998751,38854764.0,2209910,22802571,716827,12908265,2238707,245408.0,2967957,4112251.0,408477,3710730.0,297618,375282,1169711,1276681,2890890,330700,499038,844645,38762341.0,32136992,583223,534432,13960749.0,18123848,13388716.0,,474318,4291527,1672913.0,3229763,255921,9731906,7596410,1594771,11518475,92514730,595533,1424483,7992277,3057648,4575160,10224323,463030,1484565,236923,688674,1448276,,3907293,3340115.0,1185735,1796507,21483052.0,9035947,6622986,2387608,1224635,6661592,14734881,640508,,799954,1735681,1826234.0,103744,2166078,7370534,2433333,20337953,7597933,4085263,1395984,1765821,91945925,579510,3406006.0,538653
2022-12-16,5469046,3804235,1370035,3656810,2749489,5320978,21472474,,5753405,16662343,109511197.0,6350506,,26238415,1400889,10548553.0,2582870,156646360.0,4122637,38888935,1066745,30795357,8254320,1201543.0,3256182,7103795.0,666396,7792410.0,393130,457943,2633259,2723254,7084242,951249,5339022,13710149,130160275.0,15230015,1069011,1550812,32659958.0,50367136,21445023.0,,1861912,5290061,4748456.0,8754787,628815,17401061,12212449,6838261,40798127,310458569,1549565,2029970,53815490,5910370,16715017,24900026,584927,9206112,346954,2254590,4927136,,14051577,9562268.0,2910525,5346186,43746405.0,10742211,18774047,17096099,4190023,9361692,56073586,1148155,,3568814,3760571,4097775.0,338944,8148904,22984499,2080778,53178364,16233099,9522237,1532596,6000636,405388648,7221923,6975789.0,1162776
2022-12-19,1947647,648643,273468,458961,714373,1981782,5062782,,1701253,4178735,14673171.0,1998508,,1477467,250856,1666027.0,1216413,29797513.0,1344416,16772989,579254,9680947,1863859,198319.0,2181645,1860108.0,439495,3008737.0,64619,175109,585290,1832898,3204044,208268,556288,958895,22678667.0,4147990,611138,427641,12534280.0,10334574,7756271.0,,565087,1504286,1347609.0,3218325,125345,4388976,10043984,1046728,11822215,58932758,484631,1369627,4001257,2741871,6836278,11716554,349938,1244416,176466,593002,1176585,,6996280,2308494.0,1542473,2284883,16057958.0,2906996,3859282,1627487,1487299,2051468,14075730,265400,,466936,1224661,1534784.0,98646,3579399,4375373,455988,21940486,11360551,3862211,615734,983720,158350402,401882,2032851.0,346555
2022-12-20,2221918,2958250,903930,661011,3678714,5977484,4814798,,809011,4507303,20757044.0,2519399,,1340198,287734,3468751.0,972246,33262806.0,2056689,12667291,395918,17403910,2267462,274770.0,5707296,2023270.0,402549,7021939.0,126523,281148,3597293,2501697,2877887,231842,2164733,5414424,67753453.0,9788937,1464171,824462,14147793.0,35020690,15398162.0,,493488,2734943,1358456.0,4236444,359697,5562454,12363545,1261291,9265613,256626712,465770,1067969,3894166,6539311,12004343,8639530,905830,3939153,153677,961590,941468,,2602396,1692905.0,1112014,1894867,18056475.0,4614002,10062440,2987019,3753450,2835329,22457963,184622,,1112504,1925566,3222287.0,326415,4855182,4425473,1658657,14415426,9652082,5470519,1232663,2089201,65793782,356245,4152596.0,867544
